train_acc,train_loss,val_acc,val_loss
0.025936842105263157,4.462083,0.042400000000000014,4.259888
0.04701052631578948,4.1980157,0.056400000000000006,4.1060014
0.059515789473684216,4.051742,0.052000000000000005,4.1231794
0.07256842105263159,3.9513924,0.0824,3.8414686
0.08433684210526318,3.8723912,0.0696,4.158192
0.09450526315789476,3.797551,0.1032,3.7432623
0.10698947368421054,3.7197833,0.1252,3.59285
0.11768421052631581,3.663994,0.1152,3.6544158
0.12677894736842105,3.6094422,0.132,3.5343409
0.14126315789473684,3.53033,0.14240000000000003,3.4893868
0.1445684210526316,3.490033,0.128,3.5946884
0.15724210526315788,3.4328675,0.1732,3.3247907
0.16852631578947372,3.366067,0.1728,3.3530865
0.1768,3.3244104,0.1796,3.2998905
0.19037894736842106,3.252808,0.204,3.142009
0.1964421052631579,3.202242,0.1784,3.2869458
0.20747368421052634,3.1512272,0.20679999999999998,3.1130369
0.21856842105263155,3.0887818,0.21400000000000002,3.0569448
0.2222105263157895,3.0529716,0.2112,3.1600842
0.23490526315789473,2.9927616,0.26160000000000005,2.8944438
0.24760000000000004,2.9283824,0.25,2.9171152
0.25357894736842107,2.9023914,0.23600000000000002,3.0184698
0.2658526315789474,2.8367531,0.2888,2.7672007
0.2710105263157895,2.800272,0.2152,3.2125201
0.2780842105263158,2.7713225,0.2968,2.720786
0.29418947368421056,2.7045014,0.29600000000000004,2.6970584
0.29553684210526315,2.689849,0.2468,2.9523206
0.30353684210526316,2.6463351,0.31920000000000004,2.6086283
0.31151578947368425,2.6011684,0.2836,2.710187
0.3158736842105263,2.5848558,0.30519999999999997,2.62009
0.3277052631578947,2.5342562,0.33,2.5063703
0.3312631578947368,2.5170105,0.25120000000000003,2.912837
0.334778947368421,2.4924748,0.3232,2.5736158
0.34600000000000003,2.449269,0.33919999999999995,2.454948
0.34604210526315793,2.4428391,0.3152,2.5779605
0.35463157894736846,2.4050105,0.3564,2.398563
0.36193684210526317,2.3816154,0.314,2.523675
0.36452631578947364,2.3663847,0.3256000000000001,2.5067208
0.37473684210526315,2.3247275,0.36959999999999993,2.329927
0.3777684210526316,2.3078604,0.3148,2.6568775
0.37812631578947364,2.2977276,0.36279999999999996,2.3691175
0.3875157894736842,2.2602446,0.36959999999999993,2.3216376
0.38869473684210526,2.2503386,0.3272,2.6405773
0.3959578947368421,2.22863,0.39120000000000005,2.268146
0.4018105263157895,2.200689,0.36199999999999993,2.3322732
0.3987578947368421,2.2057796,0.3472,2.3697553
0.40844210526315794,2.165359,0.396,2.2005982
0.4109263157894737,2.154309,0.3404,2.4749875
0.4129684210526316,2.1515396,0.3868,2.218164
0.4194947368421053,2.1172879,0.38919999999999993,2.230894
0.4221684210526316,2.119621,0.3604,2.416661
0.42578947368421055,2.0973966,0.4068,2.1307242
0.43374736842105266,2.0719075,0.38600000000000007,2.2572505
0.42981052631578953,2.0736609,0.38880000000000003,2.2278075
0.43541052631578947,2.0469635,0.41999999999999993,2.1007159
0.4371578947368422,2.0353212,0.3896,2.2642882
0.4425684210526316,2.0264916,0.42279999999999995,2.092112
0.4468421052631579,1.9969115,0.4268,2.0883548
0.4456421052631579,2.0021992,0.35,2.541138
0.44896842105263157,1.9875185,0.4324,2.0510635
0.456442105263158,1.9650146,0.418,2.1284385
0.45732631578947375,1.9665487,0.3896,2.2577899
0.46265263157894737,1.9353755,0.43160000000000004,2.0265005
0.45934736842105267,1.942092,0.3724,2.4061766
0.46606315789473685,1.9248356,0.42440000000000005,2.0464358
0.472821052631579,1.8954321,0.4336,2.0458045
0.46680000000000005,1.9122599,0.41159999999999997,2.1707983
0.47109473684210523,1.8932158,0.43959999999999994,1.995599
0.47713684210526314,1.8700707,0.42080000000000006,2.107378
0.47501052631578944,1.8857466,0.41840000000000005,2.1070108
0.48381052631578947,1.8518071,0.4484,1.9407293
0.4837263157894737,1.8475823,0.4072,2.181587
0.48332631578947366,1.8483882,0.4464,2.0002685
0.4879578947368421,1.8248247,0.43000000000000005,1.9972436
0.4892,1.8276339,0.40080000000000005,2.1608686
0.4924842105263158,1.8127724,0.46199999999999997,1.9363512
0.49543157894736845,1.7995999,0.4424,2.0363631
0.4994736842105263,1.8062402,0.43520000000000003,2.073333
0.49861052631578956,1.7814823,0.4616,1.9007095
0.5026947368421052,1.7674925,0.4228,2.1071846
0.5008421052631579,1.7762643,0.46120000000000005,1.9324342
0.5083578947368421,1.7413197,0.4623999999999999,1.9260576
0.5057052631578948,1.7595897,0.4144,2.1756358
0.5106736842105263,1.7317802,0.4704,1.9182141
0.5137473684210526,1.7242005,0.462,1.9929237
0.5129263157894737,1.7323989,0.4388,2.027296
0.5177894736842106,1.7093359,0.46879999999999994,1.8750789
0.5157473684210526,1.7144372,0.42160000000000003,2.178631
0.5179578947368421,1.7058123,0.46159999999999995,1.9162143
0.523242105263158,1.6861858,0.46159999999999995,1.9488448
0.5210105263157895,1.6942776,0.4324,2.1469226
0.5219157894736842,1.685958,0.48,1.8783135
0.5268421052631579,1.6676077,0.42840000000000006,2.0884452
0.5217473684210526,1.6814599,0.4644,1.9643686
0.5317894736842105,1.6497573,0.4844,1.8457359
0.5283157894736843,1.6564057,0.44040000000000007,2.081519
0.5338736842105263,1.6434666,0.4675999999999999,1.9389901
0.5325473684210527,1.6363643,0.4668,1.9087964
0.5332631578947368,1.6401669,0.4152,2.228353
0.534421052631579,1.6277387,0.48839999999999995,1.8871405
